ID,n_generation,rank_G0,rank_G1,rank_G2,rank_G3,rank_G4,rank_G5,rank_G6
Hyena_1577,7,2,1,1,5,1,NA,NA
Hyena_1578,6,1,1,5,1,NA,NA,NA
Hyena_1579,6,1,1,5,1,NA,NA,NA
Hyena_1580,6,6,1,5,1,NA,NA,NA
Hyena_1581,6,4,1,5,1,NA,NA,NA
Hyena_1582,6,4,1,5,1,NA,NA,NA
Hyena_1583,6,3,1,5,1,NA,NA,NA
Hyena_1584,7,2,1,1,5,1,NA,NA
Hyena_1585,7,2,1,1,5,1,NA,NA
Hyena_1586,5,15,28,13,NA,NA,NA,NA
Hyena_1587,5,11,18,2,NA,NA,NA,NA
Hyena_1588,5,11,18,2,NA,NA,NA,NA
Hyena_1589,7,3,3,1,5,1,NA,NA
Hyena_1590,6,6,1,5,1,NA,NA,NA
Hyena_1591,6,6,1,5,1,NA,NA,NA
Hyena_1592,6,2,1,5,1,NA,NA,NA
Hyena_1593,6,4,1,5,1,NA,NA,NA
Hyena_1594,6,15,14,24,13,NA,NA,NA
Hyena_1595,6,15,14,24,13,NA,NA,NA
Hyena_1596,7,5,4,1,5,1,NA,NA
Hyena_1597,6,10,10,18,2,NA,NA,NA
Hyena_1598,7,12,11,23,7,3,NA,NA
Hyena_1599,7,12,11,23,7,3,NA,NA
Hyena_1600,6,8,1,5,1,NA,NA,NA
Hyena_1601,6,5,1,5,1,NA,NA,NA
Hyena_1602,6,5,1,5,1,NA,NA,NA
Hyena_1603,6,12,23,7,3,NA,NA,NA
Hyena_1604,7,14,11,23,7,3,NA,NA
Hyena_1605,5,11,18,2,NA,NA,NA,NA
Hyena_1606,7,1,1,1,5,1,NA,NA
Hyena_1607,6,10,2,5,1,NA,NA,NA
Hyena_1608,8,2,2,1,1,5,1,NA
Hyena_1609,6,3,1,5,1,NA,NA,NA
Hyena_1633,2,7,NA,NA,NA,NA,NA,NA
Hyena_1634,2,10,NA,NA,NA,NA,NA,NA
Hyena_1635,2,1,NA,NA,NA,NA,NA,NA
Hyena_1636,2,1,NA,NA,NA,NA,NA,NA
Hyena_1637,2,5,NA,NA,NA,NA,NA,NA
Hyena_1638,2,5,NA,NA,NA,NA,NA,NA
Hyena_1639,2,13,NA,NA,NA,NA,NA,NA
Hyena_1642,2,8,NA,NA,NA,NA,NA,NA
Hyena_1643,2,8,NA,NA,NA,NA,NA,NA
Hyena_1644,3,6,NA,NA,NA,NA,NA,NA
Hyena_1646,2,4,NA,NA,NA,NA,NA,NA
Hyena_1647,3,3,NA,NA,NA,NA,NA,NA
Hyena_1648,3,2,NA,NA,NA,NA,NA,NA
Hyena_1649,2,12,NA,NA,NA,NA,NA,NA
Hyena_1650,2,13,NA,NA,NA,NA,NA,NA
Hyena_1651,3,2,NA,NA,NA,NA,NA,NA
Hyena_1652,3,2,NA,NA,NA,NA,NA,NA
Hyena_1653,3,1,NA,NA,NA,NA,NA,NA
Hyena_1654,2,4,NA,NA,NA,NA,NA,NA
Hyena_1655,2,4,NA,NA,NA,NA,NA,NA
Hyena_1656,2,11,NA,NA,NA,NA,NA,NA
Hyena_1657,2,11,NA,NA,NA,NA,NA,NA
Hyena_1658,2,7,NA,NA,NA,NA,NA,NA
Hyena_1659,2,7,NA,NA,NA,NA,NA,NA
Hyena_1660,3,8,NA,NA,NA,NA,NA,NA
Hyena_1661,3,6,NA,NA,NA,NA,NA,NA
Hyena_1662,3,6,NA,NA,NA,NA,NA,NA
Hyena_1663,2,9,NA,NA,NA,NA,NA,NA
Hyena_1664,2,9,NA,NA,NA,NA,NA,NA
Hyena_1665,3,8,NA,NA,NA,NA,NA,NA
Hyena_1666,3,10,NA,NA,NA,NA,NA,NA
Hyena_1667,3,10,NA,NA,NA,NA,NA,NA
Hyena_1668,2,13,NA,NA,NA,NA,NA,NA
Hyena_1669,3,9,NA,NA,NA,NA,NA,NA
Hyena_1670,3,6,NA,NA,NA,NA,NA,NA
Hyena_1671,2,5,NA,NA,NA,NA,NA,NA
Hyena_1672,2,5,NA,NA,NA,NA,NA,NA
Hyena_1673,2,8,NA,NA,NA,NA,NA,NA
Hyena_1674,2,8,NA,NA,NA,NA,NA,NA
Hyena_1675,3,3,NA,NA,NA,NA,NA,NA
Hyena_1676,3,3,NA,NA,NA,NA,NA,NA
Hyena_1677,4,4,NA,NA,NA,NA,NA,NA
Hyena_1678,2,12,NA,NA,NA,NA,NA,NA
Hyena_1679,2,12,NA,NA,NA,NA,NA,NA
Hyena_1680,2,13,NA,NA,NA,NA,NA,NA
Hyena_1681,3,2,1,NA,NA,NA,NA,NA
Hyena_1682,3,2,1,NA,NA,NA,NA,NA
Hyena_1683,4,9,6,NA,NA,NA,NA,NA
Hyena_1684,4,9,6,NA,NA,NA,NA,NA
Hyena_1685,3,1,NA,NA,NA,NA,NA,NA
Hyena_1686,3,1,NA,NA,NA,NA,NA,NA
Hyena_1687,3,12,10,NA,NA,NA,NA,NA
Hyena_1688,3,12,10,NA,NA,NA,NA,NA
Hyena_1689,3,13,NA,NA,NA,NA,NA,NA
Hyena_1690,3,13,NA,NA,NA,NA,NA,NA
Hyena_1691,4,7,NA,NA,NA,NA,NA,NA
Hyena_1692,4,7,NA,NA,NA,NA,NA,NA
Hyena_1693,4,2,1,NA,NA,NA,NA,NA
Hyena_1694,4,2,1,NA,NA,NA,NA,NA
Hyena_1695,3,9,NA,NA,NA,NA,NA,NA
Hyena_1696,3,9,NA,NA,NA,NA,NA,NA
Hyena_1697,3,4,NA,NA,NA,NA,NA,NA
Hyena_1698,3,4,NA,NA,NA,NA,NA,NA
Hyena_1699,2,8,NA,NA,NA,NA,NA,NA
Hyena_1700,4,5,2,NA,NA,NA,NA,NA
Hyena_1701,3,1,NA,NA,NA,NA,NA,NA
Hyena_1702,3,1,NA,NA,NA,NA,NA,NA
Hyena_1703,2,11,NA,NA,NA,NA,NA,NA
Hyena_1704,3,4,NA,NA,NA,NA,NA,NA
Hyena_1705,3,4,NA,NA,NA,NA,NA,NA
Hyena_1706,3,13,10,NA,NA,NA,NA,NA
Hyena_1707,3,13,10,NA,NA,NA,NA,NA
Hyena_1708,3,14,NA,NA,NA,NA,NA,NA
Hyena_1709,3,14,NA,NA,NA,NA,NA,NA
Hyena_1710,4,7,2,NA,NA,NA,NA,NA
Hyena_1711,4,7,2,NA,NA,NA,NA,NA
Hyena_1712,2,9,NA,NA,NA,NA,NA,NA
Hyena_1713,2,9,NA,NA,NA,NA,NA,NA
Hyena_1714,6,22,7,5,2,NA,NA,NA
Hyena_1715,3,10,NA,NA,NA,NA,NA,NA
Hyena_1716,4,11,6,NA,NA,NA,NA,NA
Hyena_1717,2,13,NA,NA,NA,NA,NA,NA
Hyena_1718,2,13,NA,NA,NA,NA,NA,NA
Hyena_1719,4,3,2,NA,NA,NA,NA,NA
Hyena_1720,4,3,2,NA,NA,NA,NA,NA
Hyena_1721,4,8,NA,NA,NA,NA,NA,NA
Hyena_1722,4,8,NA,NA,NA,NA,NA,NA
Hyena_1723,4,7,1,NA,NA,NA,NA,NA
Hyena_1724,4,7,1,NA,NA,NA,NA,NA
Hyena_1725,4,2,3,NA,NA,NA,NA,NA
Hyena_1726,3,8,1,NA,NA,NA,NA,NA
Hyena_1727,3,8,1,NA,NA,NA,NA,NA
Hyena_1728,3,5,NA,NA,NA,NA,NA,NA
Hyena_1729,3,5,NA,NA,NA,NA,NA,NA
Hyena_1730,4,6,1,NA,NA,NA,NA,NA
Hyena_1731,2,11,NA,NA,NA,NA,NA,NA
Hyena_1732,2,11,NA,NA,NA,NA,NA,NA
Hyena_1733,4,5,2,NA,NA,NA,NA,NA
Hyena_1734,4,5,2,NA,NA,NA,NA,NA
Hyena_1735,3,1,NA,NA,NA,NA,NA,NA
Hyena_1736,4,12,NA,NA,NA,NA,NA,NA
Hyena_1737,4,3,2,NA,NA,NA,NA,NA
Hyena_1738,4,3,2,NA,NA,NA,NA,NA
Hyena_1739,3,14,NA,NA,NA,NA,NA,NA
Hyena_1740,3,14,NA,NA,NA,NA,NA,NA
Hyena_1741,4,9,1,NA,NA,NA,NA,NA
Hyena_1742,4,17,6,NA,NA,NA,NA,NA
Hyena_1743,4,17,6,NA,NA,NA,NA,NA
Hyena_1744,3,17,NA,NA,NA,NA,NA,NA
Hyena_1745,4,11,1,NA,NA,NA,NA,NA
Hyena_1746,4,3,3,NA,NA,NA,NA,NA
Hyena_1747,4,3,3,NA,NA,NA,NA,NA
Hyena_1748,3,8,NA,NA,NA,NA,NA,NA
Hyena_1749,3,1,NA,NA,NA,NA,NA,NA
Hyena_1750,4,2,4,NA,NA,NA,NA,NA
Hyena_1751,3,12,1,NA,NA,NA,NA,NA
Hyena_1752,3,12,1,NA,NA,NA,NA,NA
Hyena_1753,4,11,1,NA,NA,NA,NA,NA
Hyena_1754,4,17,6,NA,NA,NA,NA,NA
Hyena_1755,4,17,6,NA,NA,NA,NA,NA
Hyena_1756,5,5,5,2,NA,NA,NA,NA
Hyena_1757,5,5,5,2,NA,NA,NA,NA
Hyena_1758,4,4,2,NA,NA,NA,NA,NA
Hyena_1759,4,4,2,NA,NA,NA,NA,NA
Hyena_1760,4,9,1,NA,NA,NA,NA,NA
Hyena_1761,3,16,NA,NA,NA,NA,NA,NA
Hyena_1762,3,16,NA,NA,NA,NA,NA,NA
Hyena_1763,4,10,1,NA,NA,NA,NA,NA
Hyena_1764,4,10,1,NA,NA,NA,NA,NA
Hyena_1765,2,13,NA,NA,NA,NA,NA,NA
Hyena_1766,2,13,NA,NA,NA,NA,NA,NA
Hyena_1767,4,6,2,NA,NA,NA,NA,NA
Hyena_1768,4,6,2,NA,NA,NA,NA,NA
Hyena_1769,3,19,NA,NA,NA,NA,NA,NA
Hyena_1770,4,3,3,NA,NA,NA,NA,NA
Hyena_1771,4,3,3,NA,NA,NA,NA,NA
Hyena_1772,4,11,1,NA,NA,NA,NA,NA
Hyena_1773,4,2,4,NA,NA,NA,NA,NA
Hyena_1774,3,12,1,NA,NA,NA,NA,NA
Hyena_1775,5,5,5,2,NA,NA,NA,NA
Hyena_1776,5,5,5,2,NA,NA,NA,NA
Hyena_1777,4,9,1,NA,NA,NA,NA,NA
Hyena_1778,4,11,NA,NA,NA,NA,NA,NA
Hyena_1779,4,11,NA,NA,NA,NA,NA,NA
Hyena_1780,4,4,2,NA,NA,NA,NA,NA
Hyena_1781,4,4,2,NA,NA,NA,NA,NA
Hyena_1782,4,8,1,NA,NA,NA,NA,NA
Hyena_1783,4,8,1,NA,NA,NA,NA,NA
Hyena_1784,2,13,NA,NA,NA,NA,NA,NA
Hyena_1785,4,16,6,NA,NA,NA,NA,NA
Hyena_1786,4,16,6,NA,NA,NA,NA,NA
Hyena_1787,4,10,1,NA,NA,NA,NA,NA
Hyena_1788,3,15,NA,NA,NA,NA,NA,NA
Hyena_1789,4,6,2,NA,NA,NA,NA,NA
Hyena_1790,4,6,2,NA,NA,NA,NA,NA
Hyena_1791,4,2,4,NA,NA,NA,NA,NA
Hyena_1792,4,2,4,NA,NA,NA,NA,NA
Hyena_1793,3,15,NA,NA,NA,NA,NA,NA
Hyena_1794,5,7,5,2,NA,NA,NA,NA
Hyena_1795,4,3,3,NA,NA,NA,NA,NA
Hyena_1796,4,3,3,NA,NA,NA,NA,NA
Hyena_1797,5,5,5,2,NA,NA,NA,NA
Hyena_1798,5,5,5,2,NA,NA,NA,NA
Hyena_1799,3,13,1,NA,NA,NA,NA,NA
Hyena_1800,3,13,1,NA,NA,NA,NA,NA
Hyena_1801,4,4,2,NA,NA,NA,NA,NA
Hyena_1802,4,4,2,NA,NA,NA,NA,NA
Hyena_1803,4,9,1,NA,NA,NA,NA,NA
Hyena_1804,4,9,1,NA,NA,NA,NA,NA
Hyena_1805,3,16,11,NA,NA,NA,NA,NA
Hyena_1806,3,16,11,NA,NA,NA,NA,NA
Hyena_1807,4,8,1,NA,NA,NA,NA,NA
Hyena_1808,4,8,1,NA,NA,NA,NA,NA
Hyena_1809,2,14,NA,NA,NA,NA,NA,NA
Hyena_1810,2,14,NA,NA,NA,NA,NA,NA
Hyena_1811,4,11,NA,NA,NA,NA,NA,NA
Hyena_1812,4,11,NA,NA,NA,NA,NA,NA
Hyena_1813,4,1,4,NA,NA,NA,NA,NA
Hyena_1814,4,3,3,NA,NA,NA,NA,NA
Hyena_1815,4,3,3,NA,NA,NA,NA,NA
Hyena_1816,4,6,2,NA,NA,NA,NA,NA
Hyena_1817,4,16,6,NA,NA,NA,NA,NA
Hyena_1818,4,10,1,NA,NA,NA,NA,NA
Hyena_1819,4,10,1,NA,NA,NA,NA,NA
Hyena_1820,5,5,5,2,NA,NA,NA,NA
Hyena_1821,5,7,5,2,NA,NA,NA,NA
Hyena_1822,5,7,5,2,NA,NA,NA,NA
Hyena_1823,5,18,17,6,NA,NA,NA,NA
Hyena_1824,5,18,17,6,NA,NA,NA,NA
Hyena_1825,4,8,2,NA,NA,NA,NA,NA
Hyena_1826,4,8,2,NA,NA,NA,NA,NA
Hyena_1827,4,13,1,NA,NA,NA,NA,NA
Hyena_1828,4,13,1,NA,NA,NA,NA,NA
Hyena_1829,4,14,1,NA,NA,NA,NA,NA
Hyena_1830,5,2,2,4,NA,NA,NA,NA
Hyena_1831,4,5,3,NA,NA,NA,NA,NA
Hyena_1832,5,2,2,4,NA,NA,NA,NA
Hyena_1833,4,1,4,NA,NA,NA,NA,NA
Hyena_1834,4,5,3,NA,NA,NA,NA,NA
Hyena_1835,5,9,5,2,NA,NA,NA,NA
Hyena_1836,5,9,5,2,NA,NA,NA,NA
Hyena_1837,4,18,1,NA,NA,NA,NA,NA
Hyena_1838,4,25,6,NA,NA,NA,NA,NA
Hyena_1839,4,25,6,NA,NA,NA,NA,NA
Hyena_1840,5,14,5,2,NA,NA,NA,NA
Hyena_1841,4,16,1,NA,NA,NA,NA,NA
Hyena_1842,4,16,1,NA,NA,NA,NA,NA
Hyena_1843,5,26,17,6,NA,NA,NA,NA
Hyena_1844,5,26,17,6,NA,NA,NA,NA
Hyena_1845,5,20,11,NA,NA,NA,NA,NA
Hyena_1846,5,3,2,4,NA,NA,NA,NA
Hyena_1847,5,13,6,2,NA,NA,NA,NA
Hyena_1848,4,2,4,NA,NA,NA,NA,NA
Hyena_1849,4,2,4,NA,NA,NA,NA,NA
Hyena_1850,4,8,2,NA,NA,NA,NA,NA
Hyena_1851,4,8,2,NA,NA,NA,NA,NA
Hyena_1852,4,5,3,NA,NA,NA,NA,NA
Hyena_1853,4,5,3,NA,NA,NA,NA,NA
Hyena_1854,5,6,3,3,NA,NA,NA,NA
Hyena_1855,4,19,1,NA,NA,NA,NA,NA
Hyena_1856,4,19,1,NA,NA,NA,NA,NA
Hyena_1857,5,3,1,4,NA,NA,NA,NA
Hyena_1858,5,7,3,3,NA,NA,NA,NA
Hyena_1859,5,12,5,2,NA,NA,NA,NA
Hyena_1860,4,17,1,NA,NA,NA,NA,NA
Hyena_1861,5,23,10,1,NA,NA,NA,NA
Hyena_1862,6,2,2,2,4,NA,NA,NA
Hyena_1863,5,1,2,4,NA,NA,NA,NA
Hyena_1864,5,1,2,4,NA,NA,NA,NA
Hyena_1865,5,4,2,4,NA,NA,NA,NA
Hyena_1866,4,21,1,NA,NA,NA,NA,NA
Hyena_1867,5,14,5,2,NA,NA,NA,NA
Hyena_1868,5,7,6,2,NA,NA,NA,NA
Hyena_1869,5,25,11,NA,NA,NA,NA,NA
Hyena_1870,5,25,11,NA,NA,NA,NA,NA
Hyena_1871,5,13,6,2,NA,NA,NA,NA
Hyena_1872,5,2,3,3,NA,NA,NA,NA
Hyena_1873,5,2,3,3,NA,NA,NA,NA
Hyena_1874,5,29,16,6,NA,NA,NA,NA
Hyena_1875,4,28,6,NA,NA,NA,NA,NA
Hyena_1876,5,11,4,2,NA,NA,NA,NA
Hyena_1877,5,11,4,2,NA,NA,NA,NA
Hyena_1878,5,12,4,2,NA,NA,NA,NA
Hyena_1879,5,12,4,2,NA,NA,NA,NA
Hyena_1880,5,29,16,6,NA,NA,NA,NA
Hyena_1881,5,5,1,4,NA,NA,NA,NA
Hyena_1882,5,7,5,2,NA,NA,NA,NA
Hyena_1883,4,19,1,NA,NA,NA,NA,NA
Hyena_1884,4,19,1,NA,NA,NA,NA,NA
Hyena_1885,5,31,17,6,NA,NA,NA,NA
Hyena_1886,5,31,17,6,NA,NA,NA,NA
Hyena_1887,4,23,1,NA,NA,NA,NA,NA
Hyena_1888,5,6,2,4,NA,NA,NA,NA
Hyena_1889,5,12,8,2,NA,NA,NA,NA
Hyena_1890,5,12,8,2,NA,NA,NA,NA
Hyena_1891,4,22,1,NA,NA,NA,NA,NA
Hyena_1892,4,22,1,NA,NA,NA,NA,NA
Hyena_1893,5,24,10,1,NA,NA,NA,NA
Hyena_1894,5,24,10,1,NA,NA,NA,NA
Hyena_1895,5,18,5,2,NA,NA,NA,NA
Hyena_1896,4,1,3,NA,NA,NA,NA,NA
Hyena_1897,4,1,3,NA,NA,NA,NA,NA
Hyena_1898,5,17,4,2,NA,NA,NA,NA
Hyena_1899,5,17,4,2,NA,NA,NA,NA
Hyena_1900,4,25,1,NA,NA,NA,NA,NA
Hyena_1901,4,25,1,NA,NA,NA,NA,NA
Hyena_1902,5,16,4,2,NA,NA,NA,NA
Hyena_1903,5,16,4,2,NA,NA,NA,NA
Hyena_1904,5,29,10,1,NA,NA,NA,NA
Hyena_1905,4,13,2,NA,NA,NA,NA,NA
Hyena_1906,4,13,2,NA,NA,NA,NA,NA
Hyena_1907,5,35,17,6,NA,NA,NA,NA
Hyena_1908,5,18,6,2,NA,NA,NA,NA
Hyena_1909,5,18,6,2,NA,NA,NA,NA
Hyena_1910,5,14,8,2,NA,NA,NA,NA
Hyena_1911,5,14,8,2,NA,NA,NA,NA
Hyena_1912,3,31,14,NA,NA,NA,NA,NA
Hyena_1913,6,5,2,2,4,NA,NA,NA
Hyena_1914,5,24,13,1,NA,NA,NA,NA
Hyena_1915,5,10,5,2,NA,NA,NA,NA
Hyena_1916,5,3,3,3,NA,NA,NA,NA
Hyena_1917,5,2,3,3,NA,NA,NA,NA
Hyena_1918,5,2,3,3,NA,NA,NA,NA
Hyena_1919,5,32,16,6,NA,NA,NA,NA
Hyena_1920,6,4,7,3,3,NA,NA,NA
Hyena_1921,5,7,1,4,NA,NA,NA,NA
Hyena_1922,5,7,1,4,NA,NA,NA,NA
Hyena_1923,5,13,6,2,NA,NA,NA,NA
Hyena_1924,5,13,6,2,NA,NA,NA,NA
Hyena_1925,5,15,8,2,NA,NA,NA,NA
Hyena_1926,5,15,8,2,NA,NA,NA,NA
Hyena_1927,5,5,2,4,NA,NA,NA,NA
Hyena_1928,4,1,3,NA,NA,NA,NA,NA
Hyena_1929,4,1,3,NA,NA,NA,NA,NA
Hyena_1930,6,12,9,5,2,NA,NA,NA
Hyena_1931,5,29,10,1,NA,NA,NA,NA
Hyena_1932,5,29,10,1,NA,NA,NA,NA
Hyena_1933,5,5,2,4,NA,NA,NA,NA
Hyena_1934,5,19,5,2,NA,NA,NA,NA
Hyena_1935,6,20,14,5,2,NA,NA,NA
Hyena_1936,5,33,17,6,NA,NA,NA,NA
Hyena_1937,5,3,3,3,NA,NA,NA,NA
Hyena_1938,5,3,3,3,NA,NA,NA,NA
Hyena_1939,5,4,3,3,NA,NA,NA,NA
Hyena_1940,5,4,3,3,NA,NA,NA,NA
Hyena_1941,4,27,1,NA,NA,NA,NA,NA
Hyena_1942,4,27,1,NA,NA,NA,NA,NA
Hyena_1943,5,14,13,1,NA,NA,NA,NA
Hyena_1944,5,9,6,2,NA,NA,NA,NA
Hyena_1945,5,9,6,2,NA,NA,NA,NA
Hyena_1946,6,4,2,2,4,NA,NA,NA
Hyena_1947,6,4,2,2,4,NA,NA,NA
Hyena_1948,4,13,1,NA,NA,NA,NA,NA
Hyena_1949,5,17,16,6,NA,NA,NA,NA
Hyena_1950,5,10,8,2,NA,NA,NA,NA
Hyena_1951,5,10,8,2,NA,NA,NA,NA
Hyena_1952,6,8,12,5,2,NA,NA,NA
Hyena_1953,5,3,1,4,NA,NA,NA,NA
Hyena_1954,5,11,4,2,NA,NA,NA,NA
Hyena_1955,5,2,2,4,NA,NA,NA,NA
Hyena_1956,5,1,2,4,NA,NA,NA,NA
Hyena_1957,5,1,2,4,NA,NA,NA,NA
Hyena_1958,5,7,5,2,NA,NA,NA,NA
Hyena_1959,5,7,5,2,NA,NA,NA,NA
Hyena_1960,6,12,14,5,2,NA,NA,NA
Hyena_1961,6,12,14,5,2,NA,NA,NA
Hyena_1962,5,14,13,1,NA,NA,NA,NA
Hyena_1963,6,17,26,17,6,NA,NA,NA
Hyena_1964,6,17,26,17,6,NA,NA,NA
Hyena_1965,4,13,1,NA,NA,NA,NA,NA
Hyena_1966,5,1,2,4,NA,NA,NA,NA
Hyena_1967,5,12,13,1,NA,NA,NA,NA
Hyena_1968,5,1,2,4,NA,NA,NA,NA
Hyena_1969,5,3,2,4,NA,NA,NA,NA
Hyena_1970,5,14,16,6,NA,NA,NA,NA
Hyena_1971,5,3,2,4,NA,NA,NA,NA
Hyena_1972,5,14,16,6,NA,NA,NA,NA
Hyena_1973,5,4,2,4,NA,NA,NA,NA
Hyena_1974,5,4,2,4,NA,NA,NA,NA
Hyena_1975,5,8,8,2,NA,NA,NA,NA
Hyena_1976,6,6,12,5,2,NA,NA,NA
Hyena_1977,5,7,6,2,NA,NA,NA,NA
Hyena_1978,5,7,6,2,NA,NA,NA,NA
Hyena_1979,5,9,4,2,NA,NA,NA,NA
Hyena_1980,5,9,4,2,NA,NA,NA,NA
Hyena_1981,6,2,5,2,4,NA,NA,NA
Hyena_1982,6,2,5,2,4,NA,NA,NA
Hyena_1983,6,12,14,5,2,NA,NA,NA
Hyena_1984,6,12,14,5,2,NA,NA,NA
Hyena_1985,5,6,1,3,NA,NA,NA,NA
Hyena_1986,5,6,1,3,NA,NA,NA,NA
Hyena_1987,5,1,2,4,NA,NA,NA,NA
Hyena_1988,5,11,4,2,NA,NA,NA,NA
Hyena_1989,7,14,20,14,5,2,NA,NA
Hyena_1990,7,14,20,14,5,2,NA,NA
Hyena_1991,6,4,2,2,4,NA,NA,NA
Hyena_1992,5,11,4,2,NA,NA,NA,NA
Hyena_1993,6,9,12,5,2,NA,NA,NA
Hyena_1994,6,9,12,5,2,NA,NA,NA
Hyena_1995,5,17,13,1,NA,NA,NA,NA
Hyena_1996,5,5,2,4,NA,NA,NA,NA
Hyena_1997,6,4,5,2,4,NA,NA,NA
Hyena_1998,6,4,5,2,4,NA,NA,NA
Hyena_1999,5,5,2,4,NA,NA,NA,NA
Hyena_2000,5,10,8,2,NA,NA,NA,NA
Hyena_2001,6,16,14,5,2,NA,NA,NA
Hyena_2002,6,16,14,5,2,NA,NA,NA
Hyena_2003,5,12,6,2,NA,NA,NA,NA
Hyena_2004,5,12,6,2,NA,NA,NA,NA
Hyena_2005,5,1,2,4,NA,NA,NA,NA
Hyena_2006,5,1,2,4,NA,NA,NA,NA
Hyena_2007,6,18,11,4,2,NA,NA,NA
Hyena_2008,6,18,11,4,2,NA,NA,NA
Hyena_2009,6,3,1,2,4,NA,NA,NA
Hyena_2010,6,2,1,2,4,NA,NA,NA
Hyena_2011,6,24,14,13,1,NA,NA,NA
Hyena_2012,6,24,14,13,1,NA,NA,NA
Hyena_2013,6,9,2,2,4,NA,NA,NA
Hyena_2014,6,2,1,2,4,NA,NA,NA
Hyena_2015,7,16,20,14,5,2,NA,NA
Hyena_2016,6,8,3,2,4,NA,NA,NA
Hyena_2017,6,4,5,2,4,NA,NA,NA
Hyena_2018,5,3,2,4,NA,NA,NA,NA
Hyena_2019,5,15,1,3,NA,NA,NA,NA
Hyena_2020,6,1,1,2,4,NA,NA,NA
Hyena_2021,6,1,1,2,4,NA,NA,NA
Hyena_2022,7,5,2,5,2,4,NA,NA
Hyena_2023,7,5,2,5,2,4,NA,NA
Hyena_2024,5,7,2,4,NA,NA,NA,NA
Hyena_2025,5,7,2,4,NA,NA,NA,NA
Hyena_2026,6,13,14,5,2,NA,NA,NA
Hyena_2027,6,13,14,5,2,NA,NA,NA
Hyena_2028,5,3,2,4,NA,NA,NA,NA
Hyena_2029,6,2,1,2,4,NA,NA,NA
Hyena_2030,6,2,1,2,4,NA,NA,NA
Hyena_2031,5,12,6,2,NA,NA,NA,NA
Hyena_2032,6,6,3,2,4,NA,NA,NA
Hyena_2033,6,6,3,2,4,NA,NA,NA
Hyena_2034,6,1,1,2,4,NA,NA,NA
Hyena_2035,6,1,1,2,4,NA,NA,NA
Hyena_2036,6,5,5,2,4,NA,NA,NA
Hyena_2037,5,11,6,2,NA,NA,NA,NA
Hyena_2038,7,13,20,14,5,2,NA,NA
Hyena_2039,5,3,2,4,NA,NA,NA,NA
Hyena_2040,6,7,5,2,4,NA,NA,NA
Hyena_2041,6,7,5,2,4,NA,NA,NA
Hyena_2042,7,8,2,5,2,4,NA,NA
Hyena_2043,7,8,2,5,2,4,NA,NA
Hyena_2044,7,10,2,5,2,4,NA,NA
Hyena_2045,7,10,2,5,2,4,NA,NA
Hyena_2046,6,2,1,2,4,NA,NA,NA
Hyena_2047,6,2,1,2,4,NA,NA,NA
Hyena_2048,6,1,1,2,4,NA,NA,NA
Hyena_2049,6,1,1,2,4,NA,NA,NA
Hyena_2050,5,3,2,4,NA,NA,NA,NA
Hyena_2051,6,10,4,2,4,NA,NA,NA
Hyena_2052,7,11,2,5,2,4,NA,NA
Hyena_2053,6,8,3,2,4,NA,NA,NA
Hyena_2054,6,8,3,2,4,NA,NA,NA
Hyena_2055,5,6,2,4,NA,NA,NA,NA
Hyena_2056,5,6,2,4,NA,NA,NA,NA
Hyena_2057,7,12,2,5,2,4,NA,NA
Hyena_2058,6,7,5,2,4,NA,NA,NA
Hyena_2059,6,12,5,2,4,NA,NA,NA
Hyena_2060,6,12,5,2,4,NA,NA,NA
Hyena_2061,7,17,16,14,5,2,NA,NA
Hyena_2062,7,17,16,14,5,2,NA,NA
Hyena_2063,7,5,2,1,2,4,NA,NA
Hyena_2064,7,2,1,1,2,4,NA,NA
Hyena_2065,7,6,2,1,2,4,NA,NA
Hyena_2066,7,6,2,1,2,4,NA,NA
Hyena_2067,6,4,1,2,4,NA,NA,NA
Hyena_2068,6,4,1,2,4,NA,NA,NA
Hyena_2069,7,13,4,5,2,4,NA,NA
Hyena_2070,6,1,1,2,4,NA,NA,NA
Hyena_2071,7,3,1,1,2,4,NA,NA
Hyena_2072,7,3,1,1,2,4,NA,NA
Hyena_2073,7,10,6,3,2,4,NA,NA
Hyena_2074,7,10,6,3,2,4,NA,NA
Hyena_2075,7,14,2,5,2,4,NA,NA
Hyena_2076,7,14,2,5,2,4,NA,NA
Hyena_2077,5,7,2,4,NA,NA,NA,NA
Hyena_2078,5,7,2,4,NA,NA,NA,NA
Hyena_2079,6,16,4,2,4,NA,NA,NA
Hyena_2080,6,9,3,2,4,NA,NA,NA
Hyena_2081,7,3,1,1,2,4,NA,NA
Hyena_2082,6,8,5,2,4,NA,NA,NA
Hyena_2083,6,8,5,2,4,NA,NA,NA
Hyena_2084,6,1,1,2,4,NA,NA,NA
Hyena_2085,6,1,1,2,4,NA,NA,NA
Hyena_2086,6,19,15,1,3,NA,NA,NA
Hyena_2087,6,9,3,2,4,NA,NA,NA
Hyena_2088,7,6,2,1,2,4,NA,NA
Hyena_2089,7,7,2,1,2,4,NA,NA
Hyena_2090,7,7,2,1,2,4,NA,NA
Hyena_2091,6,13,5,2,4,NA,NA,NA
Hyena_2092,7,12,6,3,2,4,NA,NA
Hyena_2093,7,12,6,3,2,4,NA,NA
Hyena_2094,7,17,2,5,2,4,NA,NA
Hyena_2095,7,17,2,5,2,4,NA,NA
